id_tweet,ds_tweet,fisiologico,psiquico,comportamental,label,validado_espec,dh_tweet
3963,"O meu Kkkkkkkkkkkkkkkk, não quero mais sair",0,1,1,3,1,2019-10-12 13:15:15.000000
4305,Sem brinco eu me sinto inútil,0,1,0,3,1,2019-10-13 04:33:59.000000
4306,Eu me sinto inútil quando um amigo meu precisa de ajuda e eu não sei oq dizer/fazer,0,1,0,3,1,2019-10-13 04:22:54.000000
5115,eu nem acredito que eu tô me autosabotando assim,0,1,0,3,1,2019-10-14 13:12:50.000000
8847,as vezes a gente é mt trouxa mesmo,0,0,0,2,0,2018-12-26 14:34:40.000000
5611,to tão cansada de td,0,1,1,3,1,2019-10-15 05:10:48.000000
5612,ultimamente eu to cansada de td e de tds,0,1,1,3,1,2019-10-15 05:24:01.000000
5017,"To me sentindo tão sozinha, só penso em chorar",0,1,1,3,1,2019-10-12 22:08:29.000000
5619,ai to cansada de td alguem me mata,0,1,1,3,1,2019-10-15 17:23:31.000000
8848,"@cardnikegod iii vdd, por isso sigo solo",0,0,0,0,0,2018-12-26 19:47:51.000000
3760,mds eu sou um lixo,0,1,0,3,1,2019-10-12 00:41:57.000000
8350,"Mano eu sou muito insuficiente, eu já sinto isso, aí paro pra pensar e só vejo o quanto isso é verdade",0,1,0,3,1,2019-08-10 10:23:23.000000
5620,tô cansada de td até de viver sério,0,1,1,3,1,2019-10-15 14:39:21.000000
5621,tão cansada de td,0,1,1,3,1,2019-10-15 17:30:51.000000
3995,Não tenho valor de existência Não tenho sentido de viver.,0,1,1,3,1,2019-10-12 09:34:31.000000
4262,"aproximadamente 30 minutos bloqueada por El 
- nao durmo direit - má alimentaçã - tristeza profund - sdds que mat - pesadelo - a vida n tem mais sentido",0,1,0,3,1,2019-10-12 18:39:45.000000
3463,"Eu sempre fui uma pessoa super alegra, a que fazia piadinha idiotas pra ninguém ficar triste perto de mim, mas ultimamente eu não estou mais conseguindo isso e me culpo muito por isso, o problema é que estou em conflito interno há anos mas não tô conseguindo mais esconder",0,1,0,3,1,2019-10-02 23:00:34.000000
4545,o que q eu fiz pra merecer isso cara?,0,1,0,3,1,2019-10-11 20:11:29.000000
4547,O QUE Q EU FIZ PRA MERECER ????????,0,1,0,3,1,2019-10-05 21:32:26.000000
4548,sinceramente q dia foi esse? o que q eu fiz pra merecer deus kk,0,1,0,3,1,2019-10-11 00:07:15.000000
2517,@dougraz de quero morrer,0,0,1,2,1,2019-09-18 21:15:31.000000
5356,A Dylan trouxe um marsupial endemoniado pro trabalho.,0,0,0,0,1,2019-10-15 16:52:31.000000
5357,"que saco fazer esse trabalho d sociologia, sdd Leocádio",0,0,0,0,1,2019-10-15 16:52:27.000000
5358,@jairbolsonaro @MInfraestrutura @tarcisiogdf O Trabalho dignifica e enobrece as pessoas!,0,0,0,0,1,2019-10-15 16:52:26.000000
5359,Todo dia pensando em pintar o cabelo de castanho escuro porém lembrando do trabalho que eu tive pra alcançar meu ruivo e sabendo que se eu pintar vou enjoar em 2 meses e não vai ter volta AAAAAAAAAAA,0,0,0,0,1,2019-10-15 16:52:29.000000
5381,ata q eu vim pra ver filme,0,0,0,0,1,2019-10-15 16:52:58.000000
4072,"@MayaPereira_ Guria, não tenho mais disposição kkkkkk",0,1,0,3,1,2019-10-11 18:50:05.000000
4076,Acabo de descobrir que não tenho mais disposição pra sair,0,1,0,3,1,2019-10-12 05:15:25.000000
8849,00:00 faz um pedido,0,0,0,3,0,2018-12-27 02:00:05.000000
8850,"@Iceboyeffe nao era a certa, entra em um acordo do que é melhor pros dois e vida que segue parcero",0,0,0,2,0,2018-12-26 11:00:50.000000
8851,@Nu_ages @daviamaraal to nao,0,0,0,3,0,2018-12-24 21:08:19.000000
8852,@mairamedeiros o detalhe ta em vcs dar mais valor pra treta de Youtuber doq educação brasileira,0,0,0,0,0,2018-12-22 22:32:05.000000
3664,Sem forças e animo pra nada,0,1,0,3,1,2019-10-02 23:05:21.000000
3124,Cansaço emocional é muito pior do que cansaço físico 🍃,0,1,0,3,1,2019-09-26 10:59:01.000000
8853,@indiesposta_ sem se mija td,0,0,0,0,0,2018-12-24 22:00:20.000000
8854,nois ri p caraio nessas noite engraçada,0,0,0,3,0,2018-12-27 01:51:28.000000
5076,eu to mto estressada meu deus do ceu,0,1,0,3,1,2019-10-14 16:33:07.000000
5080,eu fico mto estressada quando alguém me faz esperar,0,1,0,3,1,2019-10-14 16:10:08.000000
3750,logo eu sem vontade de tomar banho???? putz com isso percebo que tô cada vez pior,0,1,0,3,1,2019-10-12 00:45:58.000000
8855,"acho q todos os sapatao do br ja deram rt no vídeo daquele cara dançando com os bagui na frente do jimmyjhonson e falaram ""por isso eu amo ser sapatao""",0,0,0,3,0,2018-12-20 11:47:23.000000
8856,o motivo da solidão nem a ciência explica,0,0,0,0,0,2018-12-24 10:07:44.000000
8857,@orvmrap reclamação,0,0,0,0,0,2018-12-24 09:52:36.000000
8858,queria voltar a falar com a maioria dos amigos(as) q me afastei,0,0,0,3,0,2018-12-20 11:03:21.000000
8859,a casa ja tava bom https://t.co/RW5xH0MPTb,0,0,0,0,0,2018-12-25 00:13:54.000000
8860,"me livrei, obrigado força de vontade https://t.co/pnMGmlXVAr",0,0,0,3,0,2018-12-27 01:24:25.000000
8861,@luisfdeandrade @cinefilo_K @cristinaarfrei1 tudo burro na verdade,0,0,0,3,0,2018-12-24 11:06:45.000000
8862,n sei mais fazer amizade kkkkkkkkk tmnc,0,0,0,3,0,2018-12-24 12:02:39.000000
8863,"@kellyndarcr nossa que ignorância, sem sentimentos",0,1,0,0,0,2018-12-20 13:44:22.000000
8864,@arielbarbeiro troca as senha td irmão,0,0,0,0,0,2018-12-26 14:19:31.000000
8865,acho que vo te que vira o kaneki e come as pessoa viva,0,0,0,0,0,2018-12-24 10:40:30.000000
8866,Achas o amor complicado? — Oq é o amor? https://t.co/5fJGwainxO,0,0,0,3,0,2018-12-27 12:13:12.000000
8867,@derekluccas logo metia um chidori,0,0,0,0,0,2018-12-26 00:35:54.000000
8868,"por uma teoria em prática é muito mais complexo do que eu imaginava, em um mês já to querendo desistir",0,0,0,0,0,2018-12-20 11:10:15.000000
8869,@Thaaisrdg to chorano memo,0,0,0,0,0,2018-12-24 21:09:52.000000
8870,onde eu moro nem pokemon aparece,0,0,0,0,0,2018-12-20 17:14:50.000000
2852,"vcs que ficam falando que eu estou magro, que eu tô emagrecendo e os caralho, você estão certos. Eu emagreci muito desde o final do ano e n é por falta de tentar. Eu n consigo sair de casa mais, n consigo ficar mais na rua, n consigo comer direito, tem dia q+",1,1,1,1,1,2019-09-19 11:50:07.000000
8339,Dancei de fazer calo no pé,0,0,0,0,1,2019-10-12 18:44:53.000000
3968,aí não quero mais sair,0,1,1,3,1,2019-10-12 15:43:20.000000
8340,"Não se estresse, ou se incomode com opiniões de como você é fisicamente, tem alguém que sempre vai te achar linda. 
A verdadeira beleza está dentro de você, no teu coração.",0,0,0,0,1,2019-02-02 21:41:33.000000
4631,Quando vc estiver sem vontade de sair de casa não saia de casa.,0,1,1,3,1,2019-10-13 17:53:59.000000
8352,Pensando seriamente em sair do Ceps,0,0,0,3,1,2019-07-22 09:36:43.000000
4632,Sem vontade de sair de casa.,0,1,1,3,1,2019-10-13 17:44:33.000000
8367,Tô com um aperto no coração,0,0,0,0,1,2019-10-10 21:24:56.000000
8450,"Depois de vários remédios, espero que consiga dormir",1,0,0,1,1,2019-07-22 22:41:24.000000
2984,sem ânimo e forças p sair da cama,1,1,0,1,1,2019-09-19 20:32:58.000000
3425,"Não tenho mais prazer algum em sair de casa, só saio se for com meu pai. Faz mais de mês que não dou role e isso de certa forma é ótimo. De todas as vezes que chorei, essa é a primeira que eu me sinto bem por não ter amigo nenhum, e é estranho.",0,1,1,3,1,2019-10-02 13:12:44.000000
3753,eu sou um lixo,0,1,0,3,1,2019-10-12 00:41:47.000000
4641,"Vou ficar em casa o dia todo, tô sem  vontade de ver gente",0,1,1,3,1,2019-10-05 11:43:37.000000
3756,"pq eu sou assim vei, nossa, me sentindo um lixo",0,1,0,3,1,2019-10-12 00:38:49.000000
3758,"nossa eu sei q sou um lixo e super fácil de ser trocado, mas não precisa ficar me lembrando o tempo todo",0,1,0,3,1,2019-10-12 00:39:11.000000
3947,minha prima quer me arrastar pra oktober mas tô sem ânimo hj,0,1,0,3,1,2019-10-12 15:58:09.000000
2533,cada vez eu me sinto mais inútil,0,1,0,3,1,2019-09-18 20:39:32.000000
3480,"eu sou muito inutil , sério não aguento mais, literalmente eu sou um peso nas costas de todo mundo , que saco.",0,1,0,3,1,2019-10-02 22:52:04.000000
2967,sem vontade nenhuma de estudar hj,0,1,0,3,1,2019-09-19 20:41:37.000000
3357,não aguento mais viver só queria morrer,0,0,1,2,1,2019-10-02 22:41:00.000000
3358,Eu não aguento mais viver assim,0,0,1,2,1,2019-10-02 22:51:30.000000
3501,nunca mais eu como. eu não mereço dar esse peso todo; toda essa preocupação. sou um fardo.,0,1,0,3,1,2019-10-02 21:44:24.000000
3359,"@rosana já eu quero morrer e nem ver, de preferência dormindo para nao perceber. Deus me livre servir de experimento...",0,0,1,2,1,2019-10-02 22:57:55.000000
3360,Eu quero mt morrer,0,0,1,2,1,2019-10-02 22:59:16.000000
3361,@favesoshi só quero morrer,0,0,1,2,1,2019-10-02 22:59:03.000000
8871,"@Iceboyeffe fervo, gole, depressão, molieres, aí vc acha outra, se apaixona, aí vai de vc se vai dar certo, se não der acontece tudo dnv e td continua",0,1,0,0,0,2018-12-26 12:42:08.000000
8872,"sempre vai ter quem te diminua pra se engrandecer, mas é só ilusão, fé no pai q o inimigo pó https://t.co/VMS5iDxuTR",0,0,0,0,0,2018-12-09 20:58:42.000000
8873,@emikomatsud fica igual a namorada do jesse do breaking bad,0,0,0,0,0,2018-12-27 01:45:40.000000
8874,@invejoza q fala oq qé,0,0,0,0,0,2018-12-26 17:29:59.000000
8875,o ser humano é mt manjado vai toma no cu https://t.co/fG6jUJ7cQW,0,0,0,0,0,2018-12-20 11:47:41.000000
8335,@isadora13rocha @PotulskiFabii Ainda bem que nem vou,0,0,0,3,1,2019-10-16 16:35:05.000000
8337,"Nunca fiquei tão feliz em segurar vela igual ontem, pude perceber o quanto a minha amiga está feliz e ele lhe faz bem S2",0,0,0,0,1,2019-10-18 15:35:24.000000
8876,o que vocês fizeram com o nosso povo,0,0,0,0,0,2018-12-01 00:36:13.000000
3481,Ai ele nao entende q ngm gosta de mim eu sou inútil invisível q nao acredita no amor O problema sou eu amigo,0,1,0,3,1,2019-10-02 22:51:18.000000
2960,"to ligando pra mais nada, desanimado total",0,1,0,3,1,2019-09-19 20:38:29.000000
8877,só queria uns min de paz,0,0,0,0,0,2018-12-19 21:57:21.000000
8878,@PESADELODOSMODA @JohnIgor12 @rarekidd okkkkkkkkkkkkkkk se  fode,0,0,0,0,0,2018-12-26 01:07:18.000000
8879,@Onning_Amanda trafique dorgas e compre outro,0,0,0,0,0,2018-12-22 11:23:06.000000
8880,@oficialduzz nem chama,0,0,0,0,0,2018-12-26 16:07:26.000000
8881,"as veiz um fino, parabéns irmão, mais uma no de mt alegria aí, festa e td q n pode, te desejo muito sucesso na vida, saúde e força piao, parabéns e é nois, nem precisa fala mais nada né kkk @maurokotviski https://t.co/ResrxNzCUr",0,0,0,3,0,2018-12-27 01:42:53.000000
8882,"queria ter amigo pra ir na churrascaria almoçar, pra ir toma uma cerveja no posto, trocar ideia e tal, os home só falam cmg pra fuma maconha, isso aí nem é amizade, é sociedade no beck",0,0,0,3,0,2018-12-23 10:07:41.000000
8883,@aninhafarias10 morte na certa,0,0,0,0,0,2018-12-23 12:38:09.000000
8884,vai chegar o dia que n vai ter matue na minhas radio do spot,0,0,0,0,0,2018-11-30 23:36:38.000000
8885,@emikomatsud entao curse um curso que vc curte e almeja pra tua vida,0,0,0,0,0,2018-12-20 17:16:54.000000
8886,o ponteiro gira e vc roda,0,0,0,0,0,2018-12-22 22:27:44.000000
4288,"Sabadou e eu só quero ficar deitado, quietinho!",1,0,1,2,1,2019-10-12 08:56:53.000000
4296,Hoje eu só quero ficar deitado na cama,1,0,1,2,1,2019-10-12 15:28:55.000000
4298,Hoje eu só quero ficar deitado o dia todo😴,1,0,1,2,1,2019-10-12 12:47:46.000000
8887,@murilsss parabéns guerreiro,0,0,0,0,0,2018-12-24 21:14:35.000000
8888,@kebalito cu poder e bucetinha,0,0,0,0,0,2018-12-20 15:48:17.000000
8889,se for verdade q o raffa mando mata o matue eu ja virei fã,0,0,0,0,0,2018-12-24 19:02:44.000000
3222,"a depressão vai me matar, mesmo e essa é a única certeza que eu tenho na vida",0,0,1,2,1,2019-09-30 05:53:13.000000
3021,"Eu estou muito mal, tô na bad há dias. Tô sem vontade de comer e até de ir pra academia. Não tá fácil.",1,1,0,1,1,2019-09-26 12:02:57.000000
4295,"Eu nao tenho disposição pra nada, só quero ficar deitado pra sempre",1,1,0,1,1,2019-10-12 12:50:43.000000
8890,@thateuss que assim seja,0,0,0,0,0,2018-12-20 10:49:42.000000
8891,@flame4100 @avokdoido eu era assim tmb KKKK e no segundao eu quebrei o braço de um mlk sem querer empurrando ele contra as carteira da sala td lkkkkkk bicho saiu da sala com o braço parecendo um v,0,0,0,0,0,2018-12-26 18:08:45.000000
5415,oq tá aconteseno cmg q eu só penso em dormir e nd mais 🌞,1,0,0,1,1,2019-10-15 16:35:18.000000
8232,Porque eu tenho tanta insegurança nessa 'relação'?,0,1,0,0,1,2019-10-28 19:54:21.000000
8392,A sua mente é seu pior inimigo,0,0,0,3,1,2019-10-29 06:46:08.000000
2723,"Eu acho que o problema é que tipo, eu to muito desgastado emocionalmente sabe ? De verdade mesmo.  Mas tento manter as good vibes pq sem isso vai tudo pra casa com caralho",1,1,0,1,1,2019-09-19 00:06:18.000000
8233,Vou fazer um brigadeiro pra comer sozinha porque eu sou a minha melhor companhia,0,0,1,3,1,2019-10-09 15:00:44.000000
3091,"Sabe qnd vc tinha q fazer uma coisa mas aí vc só vai enrolando e enrolando e qnd vê fica mt mais difícil de fazer dps de ter passado tanto tempo?? 
Entã eu tinha q ter levantado do sofá há 7h atrás, qnd cheguei da faculdade e agr eu n consigo mais sair dele p absolutamente nada",1,1,1,1,1,2019-09-26 01:27:16.000000
5411,eu só penso em dormir vei eu não tenho vontade de fazer mais nada acho q vou estuda de noite msm,1,1,0,1,1,2019-10-15 14:28:14.000000
2961,@RuannVilela Tô meio desanimado viu nego mas ses tão me  animando vou agitar algo,0,1,0,3,1,2019-09-19 20:40:38.000000
3775,Ta tudo deprimido no Twitter. Eu tou só a fingir que não estou,0,1,0,3,1,2019-10-12 00:34:06.000000
2535,"Eu não tô sabendo ajudar mais ngm,me sinto inútil",0,1,0,3,1,2019-09-18 20:53:19.000000
4597,"Eu, Luana e nossa auto estima no chão de hoje https://t.co/FbFgdBWgPg",0,1,0,3,1,2019-10-13 03:46:49.000000
4598,"depois de tanto tempo construindo minha confiança, controlando minha ansiedade, to tendo crise de ansiedade e me sentindo um lixo com a auto estima no chão pqp eu tava tão bem",0,1,0,3,1,2019-10-13 00:48:32.000000
8234,"Eu tava disposta a fazer diferente dessa vez, caralho eu falei de nós até pra minha mãe..",0,0,0,0,1,2019-08-11 10:47:11.000000
8235,Sobre os relatórios https://t.co/kZ7MShCNju,0,0,0,3,1,2019-11-01 21:30:57.000000
5103,Depois que a Fernanda foi embora pro RJ eu tenho me sentido tão sozinha. Estou me isolando de tudo e de todos e não tô percebendo.,0,1,1,3,1,2019-10-09 23:59:46.000000
3829,"Geral saindo e eu sem ânimo nenhum, não sei o que tá acontecendo comigo, tô vegetando 😔",0,1,1,3,1,2019-10-12 04:35:38.000000
3023,@AzeiteDeOliver @zerenity Não dá mais pra mim eu vou me matar,0,1,1,3,1,2019-09-26 00:03:14.000000
3103,eu não aguento mais esse país eu não aguento mais esse presidente não da vou me matar,0,1,1,3,1,2019-09-24 16:47:28.000000
8236,"O comentário que recebi hoje: ""Sorte de que tá 'comendo'. 
Eu: verdade, um total de 0 pessoa 
Mereço mesmo kkkkkkkkkkkkk",0,0,0,0,1,2019-10-26 18:39:20.000000
8892,@MatheusxCoringa TODO SANTO DIA MANO,0,0,0,3,0,2018-12-20 15:45:34.000000
8893,@GFGabrielFilipi bicho sem noção,0,0,0,0,0,2018-12-27 12:18:24.000000
3985,Incrível como dentro da minha casa tudo a culpa é minha,0,1,0,3,1,2019-10-12 15:55:58.000000
4586,"queria ser bonita, ter um corpo bonito porém nasci feia e sem auto estima",0,1,0,3,1,2019-10-13 06:46:37.000000
8247,"Se a minha missão na terra é passar raiva, tô fazendo certo",0,0,0,0,1,2019-07-23 11:08:17.000000
4074,Tenho até vontade de sair só não tenho mais disposição para ir,0,1,1,3,1,2019-10-11 14:52:05.000000
2963,"@Marilia_090 To mt triste, vo beber p passar",0,1,0,3,1,2019-09-19 20:41:54.000000
3974,Mano eu sou um inútil eu tava subindo a escada e consegui machucar meu dedão,0,1,0,3,1,2019-10-12 09:58:24.000000
3975,@tulipswon kkkamada??? não fiz nada até agora vei eu sou um inútil,0,1,0,3,1,2019-10-12 11:45:16.000000
4456,😺✏ — sem vontade alguma de me comunicar https://t.co/QYRvWhYsTs,0,1,0,3,1,2019-10-13 14:30:04.000000
8894,@aschimaida parece um leonzinho,0,0,0,0,0,2018-12-09 12:03:02.000000
4313,"Me sinto um inútil porque meu único objetivo do dia era fazer relatório. O que realmente aconteceu: terminei uma série, comecei outra e dormi a tarde toda",1,1,0,1,1,2019-10-12 22:59:03.000000
3037,eu so queria saber PQ eu sou tao desinteressante PQ e tao dificil me ver com algum desejo o que elas veem nos outros q falta em mim pelo amor de deus alguem me respondee e e e,0,1,0,3,1,2019-09-26 04:08:33.000000
3223,Essa depressão ainda vai me matar!,0,0,1,2,1,2019-09-26 09:25:47.000000
2521,Odeio o meu curso vou me matar,0,0,1,2,1,2019-09-18 21:13:21.000000
2528,MANO EU VOU ME MATAR,0,0,1,2,1,2019-09-18 21:16:29.000000
3057,"Eu odeio mesmo , estar assim , vontade de chorar sem fim",0,0,1,2,1,2019-09-26 12:02:28.000000
3061,@Romulodaudt entao nao sei vou me matar,0,0,1,2,1,2019-09-26 12:04:34.000000
5420,toda folga eu só penso em dormir,1,0,0,1,1,2019-10-15 15:28:20.000000
5421,"Tenho que estudar a tarde inteira, mas com esse tempo eu só penso em dormir 😴😴",1,0,0,1,1,2019-10-15 15:24:28.000000
5425,Eu to com insônia ultimamente,1,0,0,1,1,2019-10-15 07:18:53.000000
5426,Mano que merda to com insônia e meu peito ta doendo,1,0,0,1,1,2019-10-15 06:14:52.000000
5427,to com insonia e cólica senhor amado,1,0,0,1,1,2019-10-15 05:48:21.000000
5428,tô com insônia kk tem condição não,1,0,0,1,1,2019-10-15 07:46:52.000000
5430,@VagabbssS Eu tô com insônia já kkkkk,1,0,0,1,1,2019-10-15 08:10:13.000000
3095,"@alice_mae55 Não consigo mensurar esse sentimento, tenho uma princesa de 10 meses, não consigo ficar uma hora longe dela sem sentir saudades, te desejo toda positividade, e que Deus possa fazer que a lembrança e o amor de cada momento bom ao lado da sua princesa seja maior que a dor e a sdd.",0,0,0,0,1,2019-09-25 16:13:36.000000
8895,fim de ano funerária ganha dinheiro,0,0,0,0,0,2018-12-24 20:57:48.000000
8896,"@bonnermvp_ qualquer um trabalha melhor onde gosta, da pra ver que nao ta gostando do trampo",0,0,0,3,0,2018-12-01 02:39:08.000000
8897,"primeiro, é impressionante a capacidade de má interpretação do ser humano, segundo, o vídeo e a narrativa ficaram impecáveis, o conteúdo aborda muitas questões sociopolíticas importantes a serem entendidas https://t.co/yHbPagq8dk",0,0,0,0,0,2018-12-01 00:27:22.000000
8403,Abraços salvam!,0,0,0,0,1,2019-07-23 23:40:51.000000
8414,"Eu só quero sair dessa cidade, está cada vez mais difícil continuar aqui",0,1,0,3,1,2019-10-10 18:31:30.000000
8417,"Uma crise pra finalizar bem o domingo, que maravilha",0,1,0,0,1,2019-07-21 20:48:59.000000
4606,n quero sair do quarto nem pra comer,0,1,1,3,1,2019-10-13 15:39:14.000000
4893,Tô triste de vdd,0,1,0,3,1,2019-10-14 03:41:56.000000
4005,N fiz um terço do q eu devia ter feito nessa semana do saco cheio eu sou um fracasso total,0,1,0,3,1,2019-10-12 15:20:51.000000
3039,sem ânimo,0,1,0,3,1,2019-09-26 11:35:41.000000
3067,e tb to sem vontade de ir. e sem vontade tb de mexer na minha rotina,0,0,1,2,1,2019-09-26 12:02:16.000000
4817,eu nao quero atencao eu so nao quero mais viver mesmo :),0,0,1,2,1,2019-10-14 02:36:27.000000
8898,pedir aquela pizza padrão,0,0,0,0,0,2018-12-22 22:25:10.000000
8899,@luiz_rsende @ilycloures começa e grava um video um ano depois se tiver vivo,0,0,0,0,0,2018-12-04 22:22:34.000000
8900,acender o incenso,0,0,0,0,0,2018-12-10 00:56:00.000000
8901,@cabadapexte por isso que eu falei que vai sobrar,0,0,0,0,0,2018-12-01 01:01:42.000000
8902,@MariseChiamule1 @lsentoes @cinefilo_K espero que como direito de todo cidadão esses direitos permaneçam,0,0,0,1,0,2018-12-22 11:20:05.000000
8903,@giovanna_szzz calabouço?,0,0,0,0,0,2018-12-23 12:37:56.000000
8904,@gabeslk a o Jundiá,0,0,0,0,0,2018-12-27 01:57:13.000000
8905,me deparo deitado com a cama cheia de granola,0,0,0,0,0,2018-12-08 17:32:16.000000
8906,nossa q filme mais triste,0,1,0,3,0,2018-12-23 18:35:07.000000
8907,"quem vai perder são os cidadãos que trabalham e estudam lá, quem comanda nao vai deixar de receber menos muito provavelmente",0,0,0,0,0,2018-12-26 16:24:06.000000
8908,cade a maria joaquina agr parcero?? https://t.co/FShD0kcIZk,0,0,0,0,0,2018-12-26 16:09:44.000000
8909,@caioloup chamo memo kkkkkkk q paia,0,0,0,0,0,2018-12-25 00:52:44.000000
8910,acerto contas com o tempo,0,0,0,0,0,2018-12-24 10:09:06.000000
8911,a dois anos atrás nesse mesmo dia eu era feliz,0,0,0,0,0,2018-12-24 11:25:42.000000
8912,faustao é tao fofinho,0,0,0,0,0,2018-12-07 20:26:06.000000
8913,o físico não guenta https://t.co/Q8grOjoWkQ,0,0,0,0,0,2018-12-22 22:29:53.000000
8914,"@luizasreis pfv, faz uma postagem da obra completa kkkk",0,0,0,3,0,2018-12-26 15:03:33.000000
8915,@xcarxline ou pedindo like nas foto kkkk,0,0,0,0,0,2018-12-26 15:30:34.000000
8916,mano KKKKKKKK melhor conto do ano https://t.co/myeNKk1BE2,0,0,0,3,0,2018-12-24 12:17:48.000000
8917,"nao so chines, as vez eu fumei",0,0,0,3,0,2018-12-22 22:19:14.000000
8918,@ManoWillSFG ja tomou o remédio pra abri o apetite?,0,0,0,3,0,2018-12-26 16:41:10.000000
8919,quem sabe um dia,0,0,0,0,0,2018-12-23 10:10:51.000000
8920,a nossa própria história encontrará o caminho da verdade,0,0,0,0,0,2018-12-22 22:38:00.000000
8921,@joaojpz cala te peão,0,0,0,0,0,2018-12-20 21:46:34.000000
8922,"vai se fode igu, manda mt bem https://t.co/GJAwI6ylQT",0,0,0,3,0,2018-12-24 12:18:50.000000
4303,"Eu percebo umas coisas e tenho mó vontade de fazer alguma coisa pra ajudar, meu medo é tentar ajudar e acabar piorando tudo... Sei lá me sinto inútil por não saber como ajudar 😕",0,1,0,3,1,2019-10-13 05:10:46.000000
3706,quero ficar só em casa chorando,0,1,1,3,1,2019-10-09 03:31:09.000000
3134,"Exausto emocionalmente e fisicamente, não aguento mais sentir sono e cansaço e ainda sim não conseguir dormir",1,1,0,1,1,2019-09-25 04:47:01.000000
3080,se eu não passar em geografia vou me matar,0,0,1,2,1,2019-09-26 11:45:38.000000
4318,APÓS O DIA DE HOJE EU IREI ME MATAR,0,0,1,2,1,2019-10-13 12:48:52.000000
3084,"Acordei 7 da manhã para fazer um exame Jejum de 12 horas Cheguei l ""Você precisa de acompanhante pq vc pode desmaiar ou passar mal nesse exame"" Eu vou me matar",0,0,1,2,1,2019-09-26 12:04:52.000000
3096,Vontade de cortar meu órgão genital com uma tesoura escolar sem ponta enferrujada,0,0,1,2,1,2019-09-26 12:03:50.000000
4046,"procura-se alguém que seja potterhead antissocial para ser amigo, benefícios: te dou o mundo todinho, malefícios: tenho o humor instável",0,1,0,3,1,2019-10-06 21:39:42.000000
2855,caralho eu vou trancar o curso e me matar na moral nao da mais,0,0,1,2,1,2019-09-16 10:29:06.000000
4908,To estressado  vô comer pra ver se passa,0,1,0,3,1,2019-10-14 02:54:54.000000
3391,Não consigo dormir mais😭😭,1,0,0,1,1,2019-10-02 22:00:31.000000
8320,Melhor de tudo foi os pia me chamando de Juliana por causa da camiseta da Juju kkkkkkkkkkk,0,0,0,0,1,2019-08-13 19:31:18.000000
8321,Aí eu acordo do nada 4 hs e tem um texto que eu nunca esperava receber,0,0,0,3,1,2019-10-19 04:21:02.000000
8325,Eu não tô acreditando que não vai mais ter matinê,0,0,0,0,1,2019-10-12 09:08:28.000000
8342,Minha mãe não quer tomar mate-doce comigo só por causa da cuia do Grêmio KKKKKKKKKKKKK,0,0,0,0,1,2019-03-17 17:20:47.000000
8410,"E tô aqui, chorando de novo, por ser mais um aniversário do meu pai e eu não tenho mais ele comigo pra abraçar 💔",0,1,0,0,1,2019-01-20 22:43:40.000000
4909,Tô estressado não sei pq😑🙄,0,1,0,3,1,2019-10-14 03:06:10.000000
8421,"Eu quero desistir, mas não posso fazer chorar as poucas pessoas que ainda se importam..",0,1,0,3,1,2019-07-07 20:56:00.000000
8426,Não sei o que tá mais baixa se é minha pressão ou minha autoestima,0,1,0,3,1,2019-08-18 22:32:54.000000
3683,"Eu sei lá, só tô mto pra baixo e desanimado com essa Oababy",0,1,0,3,1,2019-09-28 02:01:53.000000
5018,meu Deus eu só penso em chorar,0,1,0,3,1,2019-10-11 16:26:43.000000
8306,"Eu e a Maria prometemos que não íamos voltar com umas pessoas, ela já voltou com o boy dela kkkkkkkkkk",0,0,0,3,1,2019-10-15 00:32:54.000000
8315,"Entendo perfeitamente quem se afasta de mi 
Se eu pudesse faria o mesmo",0,0,0,0,1,2019-01-28 22:49:50.000000
8443,"Gabi tá surtando por nada, ui",0,0,0,3,1,2019-09-19 14:20:54.000000
5019,"só penso em chorar, faz tempo que não me via assim",0,1,0,3,1,2019-10-12 01:26:02.000000
4263,Tristeza profunda. https://t.co/tphzoGVwma,0,1,0,3,1,2019-10-12 18:26:35.000000
4264,E eu realmente estou sentindo uma tristeza profunda no meu coração.,0,1,0,3,1,2019-10-12 18:23:23.000000
4267,@albertosilvauy Tristeza profunda!!!!,0,1,0,3,1,2019-10-12 18:19:55.000000
4682,To desanimado de mais de Deus me livre,0,1,0,3,1,2019-10-11 02:20:02.000000
2540,"na maior parte do tempo eu só queria ser alguém sem defeitos e sem uma personalidade lixo porque na maior parte do tempo me sinto inútil, ridícula e desprezível",0,1,0,3,1,2019-09-18 20:50:01.000000
4044,gente o que eh esse humor instavel que isso,0,1,0,3,1,2019-10-11 20:03:43.000000
4720,é mto desanimo pra uma pessoa só,0,1,0,3,1,2019-10-07 20:29:14.000000
3097,Por que as pessoas sentem a necessidade constante de ter sua beleza física reafirmada pelos outros? É muito triste ter que mentir só pra elevar auto-estima de alguém,0,1,0,3,1,2019-09-26 12:05:58.000000
3670,sem ânimo nenhum pra ir no cross,0,1,0,3,1,2019-10-02 22:54:39.000000
4133,sou um fardo para as pessoas que eu queria que encontrassem alívio em mim,0,1,0,3,1,2019-10-12 10:00:17.000000
4688,Estou muito desanimado hoje aff,0,1,0,3,1,2019-10-13 17:36:20.000000
4208,hj eu to triste e 100% sem autoestima,0,1,0,3,1,2019-10-12 15:21:27.000000
